typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20240101,2024,52,2024,398,KAZ,Kazakhstan,M,Import,643,RUS,Russian Federation,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,1146.75,,1146.75,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2692847223,TRUE,-1,N/A,0,FALSE,2692847223,TRUE,0,FALSE,209196098,,209196098,6,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,124,CAN,Canada,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,98.005,FALSE,8,kg,98.005,FALSE,98.005,FALSE,0,FALSE,37,,37,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,156,CHN,China,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,90.97,FALSE,8,kg,90.97,FALSE,90.97,FALSE,0,FALSE,193,,193,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,246,FIN,Finland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.91,FALSE,8,kg,3.91,FALSE,3.91,FALSE,0,FALSE,33,,33,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,251,FRA,France,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.955,FALSE,8,kg,1.955,FALSE,1.955,FALSE,0,FALSE,19,,19,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,360,IDN,Indonesia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,56.525,FALSE,8,kg,56.525,FALSE,56.525,FALSE,0,FALSE,164,,164,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,392,JPN,Japan,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,56815.1,FALSE,8,kg,56815.1,FALSE,56815.1,FALSE,0,FALSE,32487,,32487,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,540,NCL,New Caledonia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2692586000,FALSE,8,kg,2692586000,FALSE,2692586000,FALSE,0,FALSE,208939778,,208939778,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,586,PAK,Pakistan,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.36,FALSE,8,kg,1.36,FALSE,1.36,FALSE,0,FALSE,25,,25,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,608,PHL,Philippines,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,201483.14,FALSE,8,kg,201483.14,FALSE,201483.14,FALSE,0,FALSE,213428,,213428,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,702,SGP,Singapore,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.04,FALSE,8,kg,2.04,FALSE,2.04,FALSE,0,FALSE,17,,17,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,704,VNM,Viet Nam,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.74,FALSE,8,kg,3.74,FALSE,3.74,FALSE,0,FALSE,24,,24,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,757,CHE,Switzerland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.53,FALSE,8,kg,1.53,FALSE,1.53,FALSE,0,FALSE,24,,24,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,764,THA,Thailand,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,14,,14,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,834,TZA,United Rep. of Tanzania,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,364.9,FALSE,8,kg,364.9,FALSE,364.9,FALSE,0,FALSE,2001,,2001,0,FALSE,TRUE
C,A,20240101,2024,52,2024,410,KOR,Rep. of Korea,M,Import,842,USA,USA,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2298.757,TRUE,-1,N/A,0,FALSE,2298.757,TRUE,0,FALSE,7854,,7854,6,FALSE,TRUE
C,A,20240101,2024,52,2024,442,LUX,Luxembourg,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,201,FALSE,8,kg,201,FALSE,201,FALSE,0,FALSE,5119.876,5119.876,5119.876,0,FALSE,TRUE
C,A,20240101,2024,52,2024,442,LUX,Luxembourg,M,Import,251,FRA,France,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200,FALSE,8,kg,200,FALSE,200,FALSE,0,FALSE,4995.943,4995.943,4995.943,0,FALSE,TRUE
C,A,20240101,2024,52,2024,442,LUX,Luxembourg,M,Import,276,DEU,Germany,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,123.933,123.933,123.933,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,26242479.18,,26242479.18,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,36,AUS,Australia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15685000,FALSE,8,kg,15685000,FALSE,15685000,FALSE,0,FALSE,24859732.86,,24859732.86,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,276,DEU,Germany,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,409529,FALSE,8,kg,409529,FALSE,409529,FALSE,0,FALSE,913008.57,,913008.57,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,372,IRL,Ireland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1206.86,FALSE,8,kg,1206.86,FALSE,1206.86,FALSE,0,FALSE,25843.955,,25843.955,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,392,JPN,Japan,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26492,FALSE,8,kg,26492,FALSE,26492,FALSE,0,FALSE,8178.649,,8178.649,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,702,SGP,Singapore,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,8,kg,20,FALSE,20,FALSE,0,FALSE,913.158,,913.158,0,FALSE,TRUE
C,A,20240101,2024,52,2024,458,MYS,Malaysia,M,Import,842,USA,USA,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,434801.988,,434801.988,0,FALSE,TRUE
C,A,20240101,2024,52,2024,490,S19,"Other Asia, nes",M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,52495684.01,,52495684.01,0,FALSE,TRUE
C,A,20240101,2024,52,2024,490,S19,"Other Asia, nes",M,Import,36,AUS,Australia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,52224505.13,,52224505.13,0,FALSE,TRUE
C,A,20240101,2024,52,2024,490,S19,"Other Asia, nes",M,Import,156,CHN,China,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,126508.61,,126508.61,0,FALSE,TRUE
C,A,20240101,2024,52,2024,490,S19,"Other Asia, nes",M,Import,360,IDN,Indonesia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,144670.275,,144670.275,0,FALSE,TRUE
C,A,20240101,2024,52,2024,516,NAM,Namibia,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,92713140,FALSE,8,kg,92713140,FALSE,92713140,FALSE,0,FALSE,241839834.5,231784800,241839834.5,0,FALSE,TRUE
C,A,20240101,2024,52,2024,516,NAM,Namibia,M,Import,72,BWA,Botswana,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3908080,FALSE,8,kg,3908080,FALSE,3908080,FALSE,0,FALSE,1162115.039,1106720.045,1162115.039,0,FALSE,TRUE
C,A,20240101,2024,52,2024,516,NAM,Namibia,M,Import,180,COD,Dem. Rep. of the Congo,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,703160,FALSE,8,kg,703160,FALSE,703160,FALSE,0,FALSE,2043526.347,1974072.948,2043526.347,0,FALSE,TRUE
C,A,20240101,2024,52,2024,516,NAM,Namibia,M,Import,894,ZMB,Zambia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,88101900,FALSE,8,kg,88101900,FALSE,88101900,FALSE,0,FALSE,238634193.1,228704007,238634193.1,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,0,W00,World,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,520267.816,,520267.816,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,8,ALB,Albania,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,21.648,,21.648,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,40,AUT,Austria,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,52,FALSE,8,kg,52,FALSE,52,FALSE,0,FALSE,70.355,,70.355,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,56,BEL,Belgium,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,641,FALSE,8,kg,641,FALSE,641,FALSE,0,FALSE,887.552,,887.552,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,100,BGR,Bulgaria,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12,FALSE,8,kg,12,FALSE,12,FALSE,0,FALSE,16.236,,16.236,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,124,CAN,Canada,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28,FALSE,8,kg,28,FALSE,28,FALSE,0,FALSE,16.236,,16.236,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,156,CHN,China,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,211,FALSE,8,kg,211,FALSE,211,FALSE,0,FALSE,321.467,,321.467,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,191,HRV,Croatia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,8,kg,4,FALSE,4,FALSE,0,FALSE,5.412,,5.412,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,203,CZE,Czechia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,361,FALSE,8,kg,361,FALSE,361,FALSE,0,FALSE,466.506,,466.506,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,208,DNK,Denmark,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67,FALSE,8,kg,67,FALSE,67,FALSE,0,FALSE,88.755,,88.755,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,233,EST,Estonia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44,FALSE,8,kg,44,FALSE,44,FALSE,0,FALSE,55.201,,55.201,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,246,FIN,Finland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27,FALSE,8,kg,27,FALSE,27,FALSE,0,FALSE,42.213,,42.213,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,251,FRA,France,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,263,FALSE,8,kg,263,FALSE,263,FALSE,0,FALSE,369.092,,369.092,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,276,DEU,Germany,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,324319,FALSE,8,kg,324319,FALSE,324319,FALSE,0,FALSE,497169.817,,497169.817,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,300,GRC,Greece,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9,FALSE,8,kg,9,FALSE,9,FALSE,0,FALSE,12.989,,12.989,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,348,HUN,Hungary,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,226,FALSE,8,kg,226,FALSE,226,FALSE,0,FALSE,285.748,,285.748,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,372,IRL,Ireland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64,FALSE,8,kg,64,FALSE,64,FALSE,0,FALSE,83.343,,83.343,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,380,ITA,Italy,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,202,FALSE,8,kg,202,FALSE,202,FALSE,0,FALSE,271.677,,271.677,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,410,KOR,Rep. of Korea,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,1.082,,1.082,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,428,LVA,Latvia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10,FALSE,8,kg,10,FALSE,10,FALSE,0,FALSE,15.153,,15.153,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,440,LTU,Lithuania,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18,FALSE,8,kg,18,FALSE,18,FALSE,0,FALSE,25.977,,25.977,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,442,LUX,Luxembourg,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,3.247,,3.247,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,484,MEX,Mexico,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2,FALSE,8,kg,2,FALSE,2,FALSE,0,FALSE,86.59,,86.59,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,490,S19,"Other Asia, nes",0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,86.59,,86.59,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,516,NAM,Namibia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,3.247,,3.247,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,616,POL,Poland,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,171,FALSE,8,kg,171,FALSE,171,FALSE,0,FALSE,248.948,,248.948,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,620,PRT,Portugal,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28,FALSE,8,kg,28,FALSE,28,FALSE,0,FALSE,40.048,,40.048,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,642,ROU,Romania,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,8,kg,20,FALSE,20,FALSE,0,FALSE,28.142,,28.142,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,688,SRB,Serbia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,79.014,,79.014,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,703,SVK,Slovakia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25,FALSE,8,kg,25,FALSE,25,FALSE,0,FALSE,32.471,,32.471,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,704,VNM,Viet Nam,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,4.33,,4.33,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,705,SVN,Slovenia,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,140,FALSE,8,kg,140,FALSE,140,FALSE,0,FALSE,182.922,,182.922,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,710,ZAF,South Africa,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4,FALSE,8,kg,4,FALSE,4,FALSE,0,FALSE,43.295,,43.295,0,FALSE,TRUE
C,A,20240101,2024,52,2024,528,NLD,Netherlands,M,Import,724,ESP,Spain,0,W00,World,H6,HS,TRUE,2604,Nickel ores and concentrates,4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,114,FALSE,8,kg,114,FALSE,114,FALSE,0,FALSE,163.439,,163.439,0,FALSE,TRUE
